"kilde","materialtype","år","statistikkvariabel","10514: Avfallsregnskap for Norge (1 000 tonn),"
"Tjenesteytende næringer","Metall","2020","Avfallsmengde",90
"Tjenesteytende næringer","Metall","2021","Avfallsmengde",113
"Tjenesteytende næringer","Metall","2022","Avfallsmengde",147
"Tjenesteytende næringer","Metall","2023","Avfallsmengde",141
"Tjenesteytende næringer","Metall","2024","Avfallsmengde",149
"Tjenesteytende næringer","EE-avfall","2012","Avfallsmengde",24
"Tjenesteytende næringer","EE-avfall","2013","Avfallsmengde",23
"Tjenesteytende næringer","EE-avfall","2014","Avfallsmengde",35
"Tjenesteytende næringer","EE-avfall","2015","Avfallsmengde",30
"Tjenesteytende næringer","EE-avfall","2016","Avfallsmengde",34
"Tjenesteytende næringer","EE-avfall","2017","Avfallsmengde",42
"Tjenesteytende næringer","EE-avfall","2018","Avfallsmengde",28
"Tjenesteytende næringer","EE-avfall","2019","Avfallsmengde",30
"Tjenesteytende næringer","EE-avfall","2020","Avfallsmengde",23
"Tjenesteytende næringer","EE-avfall","2021","Avfallsmengde",32
"Tjenesteytende næringer","EE-avfall","2022","Avfallsmengde",31
"Tjenesteytende næringer","EE-avfall","2023","Avfallsmengde",39
"Tjenesteytende næringer","EE-avfall","2024","Avfallsmengde",41
"Tjenesteytende næringer","Betong og tegl","2012","Avfallsmengde",13
"Tjenesteytende næringer","Betong og tegl","2013","Avfallsmengde",16
"Tjenesteytende næringer","Betong og tegl","2014","Avfallsmengde",14
"Tjenesteytende næringer","Betong og tegl","2015","Avfallsmengde",20
"Tjenesteytende næringer","Betong og tegl","2016","Avfallsmengde",12
"Tjenesteytende næringer","Betong og tegl","2017","Avfallsmengde",20
"Tjenesteytende næringer","Betong og tegl","2018","Avfallsmengde",20
"Tjenesteytende næringer","Betong og tegl","2019","Avfallsmengde",21
"Tjenesteytende næringer","Betong og tegl","2020","Avfallsmengde",15
"Tjenesteytende næringer","Betong og tegl","2021","Avfallsmengde",33
"Tjenesteytende næringer","Betong og tegl","2022","Avfallsmengde",21
"Tjenesteytende næringer","Betong og tegl","2023","Avfallsmengde",19
"Tjenesteytende næringer","Betong og tegl","2024","Avfallsmengde",21
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",1
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",1
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",1
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",1
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",0
"Tjenesteytende næringer","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",0
"Tjenesteytende næringer","Plast","2012","Avfallsmengde",43
"Tjenesteytende næringer","Plast","2013","Avfallsmengde",32
"Tjenesteytende næringer","Plast","2014","Avfallsmengde",34
"Tjenesteytende næringer","Plast","2015","Avfallsmengde",45
"Tjenesteytende næringer","Plast","2016","Avfallsmengde",30
"Tjenesteytende næringer","Plast","2017","Avfallsmengde",36
"Tjenesteytende næringer","Plast","2018","Avfallsmengde",50
"Tjenesteytende næringer","Plast","2019","Avfallsmengde",41
"Tjenesteytende næringer","Plast","2020","Avfallsmengde",69
"Tjenesteytende næringer","Plast","2021","Avfallsmengde",78
"Tjenesteytende næringer","Plast","2022","Avfallsmengde",32
"Tjenesteytende næringer","Plast","2023","Avfallsmengde",50
"Tjenesteytende næringer","Plast","2024","Avfallsmengde",43
"Tjenesteytende næringer","Gummi","2012","Avfallsmengde",54
"Tjenesteytende næringer","Gummi","2013","Avfallsmengde",56
"Tjenesteytende næringer","Gummi","2014","Avfallsmengde",53
"Tjenesteytende næringer","Gummi","2015","Avfallsmengde",57
"Tjenesteytende næringer","Gummi","2016","Avfallsmengde",57
"Tjenesteytende næringer","Gummi","2017","Avfallsmengde",58
"Tjenesteytende næringer","Gummi","2018","Avfallsmengde",61
"Tjenesteytende næringer","Gummi","2019","Avfallsmengde",67
"Tjenesteytende næringer","Gummi","2020","Avfallsmengde",39
"Tjenesteytende næringer","Gummi","2021","Avfallsmengde",45
"Tjenesteytende næringer","Gummi","2022","Avfallsmengde",6
"Tjenesteytende næringer","Gummi","2023","Avfallsmengde",5
"Tjenesteytende næringer","Gummi","2024","Avfallsmengde",4
"Tjenesteytende næringer","Tekstiler","2012","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2013","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2014","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2015","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2016","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2017","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2018","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2019","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2020","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2021","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2022","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2023","Avfallsmengde",0
"Tjenesteytende næringer","Tekstiler","2024","Avfallsmengde",1
"Tjenesteytende næringer","Kasserte kjøretøy","2012","Avfallsmengde",39
"Tjenesteytende næringer","Kasserte kjøretøy","2013","Avfallsmengde",33
"Tjenesteytende næringer","Kasserte kjøretøy","2014","Avfallsmengde",33
"Tjenesteytende næringer","Kasserte kjøretøy","2015","Avfallsmengde",32
"Tjenesteytende næringer","Kasserte kjøretøy","2016","Avfallsmengde",37
"Tjenesteytende næringer","Kasserte kjøretøy","2017","Avfallsmengde",38
"Tjenesteytende næringer","Kasserte kjøretøy","2018","Avfallsmengde",28
"Tjenesteytende næringer","Kasserte kjøretøy","2019","Avfallsmengde",34
"Tjenesteytende næringer","Kasserte kjøretøy","2020","Avfallsmengde",37
"Tjenesteytende næringer","Kasserte kjøretøy","2021","Avfallsmengde",50
"Tjenesteytende næringer","Kasserte kjøretøy","2022","Avfallsmengde",53
"Tjenesteytende næringer","Kasserte kjøretøy","2023","Avfallsmengde",58
"Tjenesteytende næringer","Kasserte kjøretøy","2024","Avfallsmengde",37
"Tjenesteytende næringer","Radioaktivt avfall","2012","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2013","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2014","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2015","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2016","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2017","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2018","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2019","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2020","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2021","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2022","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2023","Avfallsmengde",0
"Tjenesteytende næringer","Radioaktivt avfall","2024","Avfallsmengde",0
"Tjenesteytende næringer","Farlig avfall","2012","Avfallsmengde",80
"Tjenesteytende næringer","Farlig avfall","2013","Avfallsmengde",84
"Tjenesteytende næringer","Farlig avfall","2014","Avfallsmengde",109
"Tjenesteytende næringer","Farlig avfall","2015","Avfallsmengde",103
"Tjenesteytende næringer","Farlig avfall","2016","Avfallsmengde",127
"Tjenesteytende næringer","Farlig avfall","2017","Avfallsmengde",91
"Tjenesteytende næringer","Farlig avfall","2018","Avfallsmengde",107
"Tjenesteytende næringer","Farlig avfall","2019","Avfallsmengde",98
"Tjenesteytende næringer","Farlig avfall","2020","Avfallsmengde",118
"Tjenesteytende næringer","Farlig avfall","2021","Avfallsmengde",106
"Tjenesteytende næringer","Farlig avfall","2022","Avfallsmengde",117
"Tjenesteytende næringer","Farlig avfall","2023","Avfallsmengde",118
"Tjenesteytende næringer","Farlig avfall","2024","Avfallsmengde",145
"Tjenesteytende næringer","Blandet avfall","2012","Avfallsmengde",998
"Tjenesteytende næringer","Blandet avfall","2013","Avfallsmengde",967
"Tjenesteytende næringer","Blandet avfall","2014","Avfallsmengde",1032
"Tjenesteytende næringer","Blandet avfall","2015","Avfallsmengde",1050
"Tjenesteytende næringer","Blandet avfall","2016","Avfallsmengde",1058
"Tjenesteytende næringer","Blandet avfall","2017","Avfallsmengde",1084
"Tjenesteytende næringer","Blandet avfall","2018","Avfallsmengde",1022
"Tjenesteytende næringer","Blandet avfall","2019","Avfallsmengde",916
"Tjenesteytende næringer","Blandet avfall","2020","Avfallsmengde",622
"Tjenesteytende næringer","Blandet avfall","2021","Avfallsmengde",807
"Tjenesteytende næringer","Blandet avfall","2022","Avfallsmengde",813
"Tjenesteytende næringer","Blandet avfall","2023","Avfallsmengde",765
"Tjenesteytende næringer","Blandet avfall","2024","Avfallsmengde",709
"Tjenesteytende næringer","Andre materialer","2012","Avfallsmengde",34
"Tjenesteytende næringer","Andre materialer","2013","Avfallsmengde",17
"Tjenesteytende næringer","Andre materialer","2014","Avfallsmengde",8
"Tjenesteytende næringer","Andre materialer","2015","Avfallsmengde",29
"Tjenesteytende næringer","Andre materialer","2016","Avfallsmengde",29
"Tjenesteytende næringer","Andre materialer","2017","Avfallsmengde",40
"Tjenesteytende næringer","Andre materialer","2018","Avfallsmengde",30
"Tjenesteytende næringer","Andre materialer","2019","Avfallsmengde",45
"Tjenesteytende næringer","Andre materialer","2020","Avfallsmengde",25
"Tjenesteytende næringer","Andre materialer","2021","Avfallsmengde",88
"Tjenesteytende næringer","Andre materialer","2022","Avfallsmengde",56
"Tjenesteytende næringer","Andre materialer","2023","Avfallsmengde",97
"Tjenesteytende næringer","Andre materialer","2024","Avfallsmengde",65
"Tjenesteytende næringer","Lett forurensede masser","2012","Avfallsmengde",0
"Tjenesteytende næringer","Lett forurensede masser","2013","Avfallsmengde",21
"Tjenesteytende næringer","Lett forurensede masser","2014","Avfallsmengde",9
"Tjenesteytende næringer","Lett forurensede masser","2015","Avfallsmengde",19
"Tjenesteytende næringer","Lett forurensede masser","2016","Avfallsmengde",11
"Tjenesteytende næringer","Lett forurensede masser","2017","Avfallsmengde",18
"Tjenesteytende næringer","Lett forurensede masser","2018","Avfallsmengde",7
"Tjenesteytende næringer","Lett forurensede masser","2019","Avfallsmengde",16
"Tjenesteytende næringer","Lett forurensede masser","2020","Avfallsmengde",4
"Tjenesteytende næringer","Lett forurensede masser","2021","Avfallsmengde",10
"Tjenesteytende næringer","Lett forurensede masser","2022","Avfallsmengde",9
"Tjenesteytende næringer","Lett forurensede masser","2023","Avfallsmengde",10
"Tjenesteytende næringer","Lett forurensede masser","2024","Avfallsmengde",13
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2012","Avfallsmengde",1073
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2013","Avfallsmengde",1046
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2014","Avfallsmengde",894
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2015","Avfallsmengde",1153
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2016","Avfallsmengde",1025
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2017","Avfallsmengde",1033
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2018","Avfallsmengde",909
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2019","Avfallsmengde",1041
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2020","Avfallsmengde",790
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2021","Avfallsmengde",876
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2022","Avfallsmengde",935
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2023","Avfallsmengde",991
"Annen eller uspesifisert næring","I alt, uten lett forurensede masser","2024","Avfallsmengde",770
"Annen eller uspesifisert næring","Våtorganisk avfall","2012","Avfallsmengde",0
"Annen eller uspesifisert næring","Våtorganisk avfall","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Våtorganisk avfall","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Våtorganisk avfall","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Våtorganisk avfall","2016","Avfallsmengde",1
"Annen eller uspesifisert næring","Våtorganisk avfall","2017","Avfallsmengde",1
"Annen eller uspesifisert næring","Våtorganisk avfall","2018","Avfallsmengde",3
"Annen eller uspesifisert næring","Våtorganisk avfall","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Våtorganisk avfall","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Våtorganisk avfall","2021","Avfallsmengde",1
"Annen eller uspesifisert næring","Våtorganisk avfall","2022","Avfallsmengde",99
"Annen eller uspesifisert næring","Våtorganisk avfall","2023","Avfallsmengde",94
"Annen eller uspesifisert næring","Våtorganisk avfall","2024","Avfallsmengde",143
"Annen eller uspesifisert næring","Park- og hageavfall","2012","Avfallsmengde",6
"Annen eller uspesifisert næring","Park- og hageavfall","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Park- og hageavfall","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Park- og hageavfall","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Park- og hageavfall","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Park- og hageavfall","2017","Avfallsmengde",1
"Annen eller uspesifisert næring","Park- og hageavfall","2018","Avfallsmengde",3
"Annen eller uspesifisert næring","Park- og hageavfall","2019","Avfallsmengde",1
"Annen eller uspesifisert næring","Park- og hageavfall","2020","Avfallsmengde",1
"Annen eller uspesifisert næring","Park- og hageavfall","2021","Avfallsmengde",2
"Annen eller uspesifisert næring","Park- og hageavfall","2022","Avfallsmengde",3
"Annen eller uspesifisert næring","Park- og hageavfall","2023","Avfallsmengde",5
"Annen eller uspesifisert næring","Park- og hageavfall","2024","Avfallsmengde",5
"Annen eller uspesifisert næring","Treavfall","2012","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2014","Avfallsmengde",4
"Annen eller uspesifisert næring","Treavfall","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2017","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2018","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Treavfall","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Slam","2012","Avfallsmengde",15
"Annen eller uspesifisert næring","Slam","2013","Avfallsmengde",27
"Annen eller uspesifisert næring","Slam","2014","Avfallsmengde",5
"Annen eller uspesifisert næring","Slam","2015","Avfallsmengde",6
"Annen eller uspesifisert næring","Slam","2016","Avfallsmengde",25
"Annen eller uspesifisert næring","Slam","2017","Avfallsmengde",4
"Annen eller uspesifisert næring","Slam","2018","Avfallsmengde",2
"Annen eller uspesifisert næring","Slam","2019","Avfallsmengde",3
"Annen eller uspesifisert næring","Slam","2020","Avfallsmengde",3
"Annen eller uspesifisert næring","Slam","2021","Avfallsmengde",9
"Annen eller uspesifisert næring","Slam","2022","Avfallsmengde",137
"Annen eller uspesifisert næring","Slam","2023","Avfallsmengde",153
"Annen eller uspesifisert næring","Slam","2024","Avfallsmengde",100
"Annen eller uspesifisert næring","Papir, papp og kartong","2012","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2017","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2018","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2020","Avfallsmengde",45
"Annen eller uspesifisert næring","Papir, papp og kartong","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2022","Avfallsmengde",92
"Annen eller uspesifisert næring","Papir, papp og kartong","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Papir, papp og kartong","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2012","Avfallsmengde",8
"Annen eller uspesifisert næring","Glass","2013","Avfallsmengde",7
"Annen eller uspesifisert næring","Glass","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2017","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2018","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Glass","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Metall","2012","Avfallsmengde",472
"Annen eller uspesifisert næring","Metall","2013","Avfallsmengde",293
"Annen eller uspesifisert næring","Metall","2014","Avfallsmengde",243
"Annen eller uspesifisert næring","Metall","2015","Avfallsmengde",237
"Annen eller uspesifisert næring","Metall","2016","Avfallsmengde",259
"Annen eller uspesifisert næring","Metall","2017","Avfallsmengde",285
"Annen eller uspesifisert næring","Metall","2018","Avfallsmengde",148
"Annen eller uspesifisert næring","Metall","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Metall","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Metall","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Metall","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Metall","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Metall","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","EE-avfall","2012","Avfallsmengde",57
"Annen eller uspesifisert næring","EE-avfall","2013","Avfallsmengde",57
"Annen eller uspesifisert næring","EE-avfall","2014","Avfallsmengde",43
"Annen eller uspesifisert næring","EE-avfall","2015","Avfallsmengde",34
"Annen eller uspesifisert næring","EE-avfall","2016","Avfallsmengde",45
"Annen eller uspesifisert næring","EE-avfall","2017","Avfallsmengde",27
"Annen eller uspesifisert næring","EE-avfall","2018","Avfallsmengde",29
"Annen eller uspesifisert næring","EE-avfall","2019","Avfallsmengde",34
"Annen eller uspesifisert næring","EE-avfall","2020","Avfallsmengde",46
"Annen eller uspesifisert næring","EE-avfall","2021","Avfallsmengde",38
"Annen eller uspesifisert næring","EE-avfall","2022","Avfallsmengde",40
"Annen eller uspesifisert næring","EE-avfall","2023","Avfallsmengde",36
"Annen eller uspesifisert næring","EE-avfall","2024","Avfallsmengde",35
"Annen eller uspesifisert næring","Betong og tegl","2012","Avfallsmengde",20
"Annen eller uspesifisert næring","Betong og tegl","2013","Avfallsmengde",6
"Annen eller uspesifisert næring","Betong og tegl","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Betong og tegl","2015","Avfallsmengde",30
"Annen eller uspesifisert næring","Betong og tegl","2016","Avfallsmengde",100
"Annen eller uspesifisert næring","Betong og tegl","2017","Avfallsmengde",138
"Annen eller uspesifisert næring","Betong og tegl","2018","Avfallsmengde",219
"Annen eller uspesifisert næring","Betong og tegl","2019","Avfallsmengde",415
"Annen eller uspesifisert næring","Betong og tegl","2020","Avfallsmengde",216
"Annen eller uspesifisert næring","Betong og tegl","2021","Avfallsmengde",264
"Annen eller uspesifisert næring","Betong og tegl","2022","Avfallsmengde",123
"Annen eller uspesifisert næring","Betong og tegl","2023","Avfallsmengde",172
"Annen eller uspesifisert næring","Betong og tegl","2024","Avfallsmengde",56
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",275
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",381
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",317
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",359
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",168
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",275
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",244
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",340
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",268
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",319
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",267
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",248
"Annen eller uspesifisert næring","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",230
"Annen eller uspesifisert næring","Plast","2012","Avfallsmengde",90
"Annen eller uspesifisert næring","Plast","2013","Avfallsmengde",98
"Annen eller uspesifisert næring","Plast","2014","Avfallsmengde",98
"Annen eller uspesifisert næring","Plast","2015","Avfallsmengde",106
"Annen eller uspesifisert næring","Plast","2016","Avfallsmengde",100
"Annen eller uspesifisert næring","Plast","2017","Avfallsmengde",61
"Annen eller uspesifisert næring","Plast","2018","Avfallsmengde",69
"Annen eller uspesifisert næring","Plast","2019","Avfallsmengde",73
"Annen eller uspesifisert næring","Plast","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Plast","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Plast","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Plast","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Plast","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2012","Avfallsmengde",6
"Annen eller uspesifisert næring","Gummi","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2017","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2018","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Gummi","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2012","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2017","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2018","Avfallsmengde",4
"Annen eller uspesifisert næring","Tekstiler","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Tekstiler","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2012","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2017","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2018","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Kasserte kjøretøy","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2012","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2013","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2014","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2015","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2017","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2018","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2020","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Radioaktivt avfall","2024","Avfallsmengde",0
"Annen eller uspesifisert næring","Farlig avfall","2012","Avfallsmengde",31
"Annen eller uspesifisert næring","Farlig avfall","2013","Avfallsmengde",88
"Annen eller uspesifisert næring","Farlig avfall","2014","Avfallsmengde",88
"Annen eller uspesifisert næring","Farlig avfall","2015","Avfallsmengde",260
"Annen eller uspesifisert næring","Farlig avfall","2016","Avfallsmengde",0
"Annen eller uspesifisert næring","Farlig avfall","2017","Avfallsmengde",71
"Annen eller uspesifisert næring","Farlig avfall","2018","Avfallsmengde",0
"Annen eller uspesifisert næring","Farlig avfall","2019","Avfallsmengde",0
"Annen eller uspesifisert næring","Farlig avfall","2020","Avfallsmengde",0
