"behandlingsmåte","materialtype","år","statistikkvariabel","10513: Avfallsregnskap for Norge (1 000 tonn),"
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2017","Avfallsmengde",265
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2018","Avfallsmengde",399
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2019","Avfallsmengde",439
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2020","Avfallsmengde",30
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2021","Avfallsmengde",511
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2022","Avfallsmengde",225
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2023","Avfallsmengde",52
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2024","Avfallsmengde",72
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",62
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",129
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",30
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",359
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",24
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",22
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",39
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",50
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",54
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",30
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",52
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",38
"Brukt som fyll- og/eller dekkmasse","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",59
"Brukt som fyll- og/eller dekkmasse","Plast","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Plast","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2012","Avfallsmengde",6
"Brukt som fyll- og/eller dekkmasse","Gummi","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Gummi","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Tekstiler","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Kasserte kjøretøy","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Radioaktivt avfall","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Farlig avfall","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2012","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2013","Avfallsmengde",9
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2014","Avfallsmengde",2
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2015","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2016","Avfallsmengde",70
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2017","Avfallsmengde",2
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2018","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2020","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2021","Avfallsmengde",5
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2022","Avfallsmengde",10
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2023","Avfallsmengde",71
"Brukt som fyll- og/eller dekkmasse","Blandet avfall","2024","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2012","Avfallsmengde",6
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2013","Avfallsmengde",7
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2014","Avfallsmengde",7
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2015","Avfallsmengde",2
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2016","Avfallsmengde",6
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2017","Avfallsmengde",12
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2018","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2019","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2020","Avfallsmengde",4
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2021","Avfallsmengde",5
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2022","Avfallsmengde",2
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2023","Avfallsmengde",5
"Brukt som fyll- og/eller dekkmasse","Andre materialer","2024","Avfallsmengde",6
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2012","Avfallsmengde",370
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2013","Avfallsmengde",58
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2014","Avfallsmengde",7
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2015","Avfallsmengde",230
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2016","Avfallsmengde",21
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2017","Avfallsmengde",585
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2018","Avfallsmengde",44
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2019","Avfallsmengde",80
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2020","Avfallsmengde",25
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2021","Avfallsmengde",106
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2022","Avfallsmengde",31
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2023","Avfallsmengde",60
"Brukt som fyll- og/eller dekkmasse","Lett forurensede masser","2024","Avfallsmengde",51
"Levert til forbrenning","I alt, uten lett forurensede masser","2012","Avfallsmengde",3801
"Levert til forbrenning","I alt, uten lett forurensede masser","2013","Avfallsmengde",3726
"Levert til forbrenning","I alt, uten lett forurensede masser","2014","Avfallsmengde",3353
"Levert til forbrenning","I alt, uten lett forurensede masser","2015","Avfallsmengde",3730
"Levert til forbrenning","I alt, uten lett forurensede masser","2016","Avfallsmengde",3815
"Levert til forbrenning","I alt, uten lett forurensede masser","2017","Avfallsmengde",3715
"Levert til forbrenning","I alt, uten lett forurensede masser","2018","Avfallsmengde",3713
"Levert til forbrenning","I alt, uten lett forurensede masser","2019","Avfallsmengde",3211
"Levert til forbrenning","I alt, uten lett forurensede masser","2020","Avfallsmengde",3129
"Levert til forbrenning","I alt, uten lett forurensede masser","2021","Avfallsmengde",3063
"Levert til forbrenning","I alt, uten lett forurensede masser","2022","Avfallsmengde",3128
"Levert til forbrenning","I alt, uten lett forurensede masser","2023","Avfallsmengde",3099
"Levert til forbrenning","I alt, uten lett forurensede masser","2024","Avfallsmengde",3058
"Levert til forbrenning","Våtorganisk avfall","2012","Avfallsmengde",85
"Levert til forbrenning","Våtorganisk avfall","2013","Avfallsmengde",90
"Levert til forbrenning","Våtorganisk avfall","2014","Avfallsmengde",82
"Levert til forbrenning","Våtorganisk avfall","2015","Avfallsmengde",50
"Levert til forbrenning","Våtorganisk avfall","2016","Avfallsmengde",49
"Levert til forbrenning","Våtorganisk avfall","2017","Avfallsmengde",151
"Levert til forbrenning","Våtorganisk avfall","2018","Avfallsmengde",76
"Levert til forbrenning","Våtorganisk avfall","2019","Avfallsmengde",32
"Levert til forbrenning","Våtorganisk avfall","2020","Avfallsmengde",52
"Levert til forbrenning","Våtorganisk avfall","2021","Avfallsmengde",38
"Levert til forbrenning","Våtorganisk avfall","2022","Avfallsmengde",95
"Levert til forbrenning","Våtorganisk avfall","2023","Avfallsmengde",26
"Levert til forbrenning","Våtorganisk avfall","2024","Avfallsmengde",30
"Levert til forbrenning","Park- og hageavfall","2012","Avfallsmengde",12
"Levert til forbrenning","Park- og hageavfall","2013","Avfallsmengde",11
"Levert til forbrenning","Park- og hageavfall","2014","Avfallsmengde",10
"Levert til forbrenning","Park- og hageavfall","2015","Avfallsmengde",21
"Levert til forbrenning","Park- og hageavfall","2016","Avfallsmengde",19
"Levert til forbrenning","Park- og hageavfall","2017","Avfallsmengde",3
"Levert til forbrenning","Park- og hageavfall","2018","Avfallsmengde",4
"Levert til forbrenning","Park- og hageavfall","2019","Avfallsmengde",5
"Levert til forbrenning","Park- og hageavfall","2020","Avfallsmengde",16
"Levert til forbrenning","Park- og hageavfall","2021","Avfallsmengde",13
"Levert til forbrenning","Park- og hageavfall","2022","Avfallsmengde",16
"Levert til forbrenning","Park- og hageavfall","2023","Avfallsmengde",0
"Levert til forbrenning","Park- og hageavfall","2024","Avfallsmengde",1
"Levert til forbrenning","Treavfall","2012","Avfallsmengde",666
"Levert til forbrenning","Treavfall","2013","Avfallsmengde",680
"Levert til forbrenning","Treavfall","2014","Avfallsmengde",668
"Levert til forbrenning","Treavfall","2015","Avfallsmengde",677
"Levert til forbrenning","Treavfall","2016","Avfallsmengde",708
"Levert til forbrenning","Treavfall","2017","Avfallsmengde",720
"Levert til forbrenning","Treavfall","2018","Avfallsmengde",704
"Levert til forbrenning","Treavfall","2019","Avfallsmengde",756
"Levert til forbrenning","Treavfall","2020","Avfallsmengde",674
"Levert til forbrenning","Treavfall","2021","Avfallsmengde",564
"Levert til forbrenning","Treavfall","2022","Avfallsmengde",337
"Levert til forbrenning","Treavfall","2023","Avfallsmengde",384
"Levert til forbrenning","Treavfall","2024","Avfallsmengde",452
"Levert til forbrenning","Slam","2012","Avfallsmengde",106
"Levert til forbrenning","Slam","2013","Avfallsmengde",132
"Levert til forbrenning","Slam","2014","Avfallsmengde",64
"Levert til forbrenning","Slam","2015","Avfallsmengde",46
"Levert til forbrenning","Slam","2016","Avfallsmengde",22
"Levert til forbrenning","Slam","2017","Avfallsmengde",75
"Levert til forbrenning","Slam","2018","Avfallsmengde",89
"Levert til forbrenning","Slam","2019","Avfallsmengde",28
"Levert til forbrenning","Slam","2020","Avfallsmengde",57
"Levert til forbrenning","Slam","2021","Avfallsmengde",78
"Levert til forbrenning","Slam","2022","Avfallsmengde",167
"Levert til forbrenning","Slam","2023","Avfallsmengde",81
"Levert til forbrenning","Slam","2024","Avfallsmengde",0
"Levert til forbrenning","Papir, papp og kartong","2012","Avfallsmengde",19
"Levert til forbrenning","Papir, papp og kartong","2013","Avfallsmengde",7
"Levert til forbrenning","Papir, papp og kartong","2014","Avfallsmengde",17
"Levert til forbrenning","Papir, papp og kartong","2015","Avfallsmengde",14
"Levert til forbrenning","Papir, papp og kartong","2016","Avfallsmengde",14
"Levert til forbrenning","Papir, papp og kartong","2017","Avfallsmengde",7
"Levert til forbrenning","Papir, papp og kartong","2018","Avfallsmengde",6
"Levert til forbrenning","Papir, papp og kartong","2019","Avfallsmengde",13
"Levert til forbrenning","Papir, papp og kartong","2020","Avfallsmengde",42
"Levert til forbrenning","Papir, papp og kartong","2021","Avfallsmengde",9
"Levert til forbrenning","Papir, papp og kartong","2022","Avfallsmengde",18
"Levert til forbrenning","Papir, papp og kartong","2023","Avfallsmengde",10
"Levert til forbrenning","Papir, papp og kartong","2024","Avfallsmengde",12
"Levert til forbrenning","Glass","2012","Avfallsmengde",0
"Levert til forbrenning","Glass","2013","Avfallsmengde",0
"Levert til forbrenning","Glass","2014","Avfallsmengde",0
"Levert til forbrenning","Glass","2015","Avfallsmengde",0
"Levert til forbrenning","Glass","2016","Avfallsmengde",0
"Levert til forbrenning","Glass","2017","Avfallsmengde",3
"Levert til forbrenning","Glass","2018","Avfallsmengde",2
"Levert til forbrenning","Glass","2019","Avfallsmengde",0
"Levert til forbrenning","Glass","2020","Avfallsmengde",6
"Levert til forbrenning","Glass","2021","Avfallsmengde",0
"Levert til forbrenning","Glass","2022","Avfallsmengde",1
"Levert til forbrenning","Glass","2023","Avfallsmengde",0
"Levert til forbrenning","Glass","2024","Avfallsmengde",1
"Levert til forbrenning","Metall","2012","Avfallsmengde",0
"Levert til forbrenning","Metall","2013","Avfallsmengde",1
"Levert til forbrenning","Metall","2014","Avfallsmengde",1
"Levert til forbrenning","Metall","2015","Avfallsmengde",0
"Levert til forbrenning","Metall","2016","Avfallsmengde",34
"Levert til forbrenning","Metall","2017","Avfallsmengde",1
"Levert til forbrenning","Metall","2018","Avfallsmengde",0
"Levert til forbrenning","Metall","2019","Avfallsmengde",0
"Levert til forbrenning","Metall","2020","Avfallsmengde",3
"Levert til forbrenning","Metall","2021","Avfallsmengde",2
"Levert til forbrenning","Metall","2022","Avfallsmengde",1
"Levert til forbrenning","Metall","2023","Avfallsmengde",1
"Levert til forbrenning","Metall","2024","Avfallsmengde",0
"Levert til forbrenning","EE-avfall","2012","Avfallsmengde",18
"Levert til forbrenning","EE-avfall","2013","Avfallsmengde",17
"Levert til forbrenning","EE-avfall","2014","Avfallsmengde",19
"Levert til forbrenning","EE-avfall","2015","Avfallsmengde",18
"Levert til forbrenning","EE-avfall","2016","Avfallsmengde",16
"Levert til forbrenning","EE-avfall","2017","Avfallsmengde",11
"Levert til forbrenning","EE-avfall","2018","Avfallsmengde",18
"Levert til forbrenning","EE-avfall","2019","Avfallsmengde",18
"Levert til forbrenning","EE-avfall","2020","Avfallsmengde",17
"Levert til forbrenning","EE-avfall","2021","Avfallsmengde",17
"Levert til forbrenning","EE-avfall","2022","Avfallsmengde",14
"Levert til forbrenning","EE-avfall","2023","Avfallsmengde",18
"Levert til forbrenning","EE-avfall","2024","Avfallsmengde",17
"Levert til forbrenning","Betong og tegl","2012","Avfallsmengde",0
"Levert til forbrenning","Betong og tegl","2013","Avfallsmengde",0
"Levert til forbrenning","Betong og tegl","2014","Avfallsmengde",1
"Levert til forbrenning","Betong og tegl","2015","Avfallsmengde",0
"Levert til forbrenning","Betong og tegl","2016","Avfallsmengde",6
"Levert til forbrenning","Betong og tegl","2017","Avfallsmengde",0
"Levert til forbrenning","Betong og tegl","2018","Avfallsmengde",0
"Levert til forbrenning","Betong og tegl","2019","Avfallsmengde",0
"Levert til forbrenning","Betong og tegl","2020","Avfallsmengde",4
"Levert til forbrenning","Betong og tegl","2021","Avfallsmengde",0
"Levert til forbrenning","Betong og tegl","2022","Avfallsmengde",3
"Levert til forbrenning","Betong og tegl","2023","Avfallsmengde",1
"Levert til forbrenning","Betong og tegl","2024","Avfallsmengde",0
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",0
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",0
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",10
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",1
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",19
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",41
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",35
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",0
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",0
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",2
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",3
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",3
"Levert til forbrenning","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",3
"Levert til forbrenning","Plast","2012","Avfallsmengde",100
"Levert til forbrenning","Plast","2013","Avfallsmengde",109
"Levert til forbrenning","Plast","2014","Avfallsmengde",120
"Levert til forbrenning","Plast","2015","Avfallsmengde",123
"Levert til forbrenning","Plast","2016","Avfallsmengde",115
"Levert til forbrenning","Plast","2017","Avfallsmengde",85
"Levert til forbrenning","Plast","2018","Avfallsmengde",141
"Levert til forbrenning","Plast","2019","Avfallsmengde",166
"Levert til forbrenning","Plast","2020","Avfallsmengde",109
"Levert til forbrenning","Plast","2021","Avfallsmengde",80
"Levert til forbrenning","Plast","2022","Avfallsmengde",28
"Levert til forbrenning","Plast","2023","Avfallsmengde",38
"Levert til forbrenning","Plast","2024","Avfallsmengde",31
"Levert til forbrenning","Gummi","2012","Avfallsmengde",31
"Levert til forbrenning","Gummi","2013","Avfallsmengde",17
"Levert til forbrenning","Gummi","2014","Avfallsmengde",15
"Levert til forbrenning","Gummi","2015","Avfallsmengde",2
"Levert til forbrenning","Gummi","2016","Avfallsmengde",6
"Levert til forbrenning","Gummi","2017","Avfallsmengde",14
"Levert til forbrenning","Gummi","2018","Avfallsmengde",20
"Levert til forbrenning","Gummi","2019","Avfallsmengde",59
"Levert til forbrenning","Gummi","2020","Avfallsmengde",3
"Levert til forbrenning","Gummi","2021","Avfallsmengde",2
"Levert til forbrenning","Gummi","2022","Avfallsmengde",1
"Levert til forbrenning","Gummi","2023","Avfallsmengde",6
"Levert til forbrenning","Gummi","2024","Avfallsmengde",0
"Levert til forbrenning","Tekstiler","2012","Avfallsmengde",1
"Levert til forbrenning","Tekstiler","2013","Avfallsmengde",1
"Levert til forbrenning","Tekstiler","2014","Avfallsmengde",0
"Levert til forbrenning","Tekstiler","2015","Avfallsmengde",1
"Levert til forbrenning","Tekstiler","2016","Avfallsmengde",0
"Levert til forbrenning","Tekstiler","2017","Avfallsmengde",2
"Levert til forbrenning","Tekstiler","2018","Avfallsmengde",2
"Levert til forbrenning","Tekstiler","2019","Avfallsmengde",2
"Levert til forbrenning","Tekstiler","2020","Avfallsmengde",2
"Levert til forbrenning","Tekstiler","2021","Avfallsmengde",0
"Levert til forbrenning","Tekstiler","2022","Avfallsmengde",1
"Levert til forbrenning","Tekstiler","2023","Avfallsmengde",3
"Levert til forbrenning","Tekstiler","2024","Avfallsmengde",1
"Levert til forbrenning","Kasserte kjøretøy","2012","Avfallsmengde",36
"Levert til forbrenning","Kasserte kjøretøy","2013","Avfallsmengde",48
"Levert til forbrenning","Kasserte kjøretøy","2014","Avfallsmengde",33
"Levert til forbrenning","Kasserte kjøretøy","2015","Avfallsmengde",25
"Levert til forbrenning","Kasserte kjøretøy","2016","Avfallsmengde",25
"Levert til forbrenning","Kasserte kjøretøy","2017","Avfallsmengde",26
"Levert til forbrenning","Kasserte kjøretøy","2018","Avfallsmengde",27
"Levert til forbrenning","Kasserte kjøretøy","2019","Avfallsmengde",27
"Levert til forbrenning","Kasserte kjøretøy","2020","Avfallsmengde",21
"Levert til forbrenning","Kasserte kjøretøy","2021","Avfallsmengde",25
"Levert til forbrenning","Kasserte kjøretøy","2022","Avfallsmengde",19
"Levert til forbrenning","Kasserte kjøretøy","2023","Avfallsmengde",19
"Levert til forbrenning","Kasserte kjøretøy","2024","Avfallsmengde",14
"Levert til forbrenning","Radioaktivt avfall","2012","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2013","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2014","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2015","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2016","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2017","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2018","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2019","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2020","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2021","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2022","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2023","Avfallsmengde",0
"Levert til forbrenning","Radioaktivt avfall","2024","Avfallsmengde",0
"Levert til forbrenning","Farlig avfall","2012","Avfallsmengde",272
"Levert til forbrenning","Farlig avfall","2013","Avfallsmengde",315
"Levert til forbrenning","Farlig avfall","2014","Avfallsmengde",314
"Levert til forbrenning","Farlig avfall","2015","Avfallsmengde",335
"Levert til forbrenning","Farlig avfall","2016","Avfallsmengde",353
"Levert til forbrenning","Farlig avfall","2017","Avfallsmengde",355
"Levert til forbrenning","Farlig avfall","2018","Avfallsmengde",362
"Levert til forbrenning","Farlig avfall","2019","Avfallsmengde",433
"Levert til forbrenning","Farlig avfall","2020","Avfallsmengde",401
"Levert til forbrenning","Farlig avfall","2021","Avfallsmengde",375
"Levert til forbrenning","Farlig avfall","2022","Avfallsmengde",373
"Levert til forbrenning","Farlig avfall","2023","Avfallsmengde",323
"Levert til forbrenning","Farlig avfall","2024","Avfallsmengde",361
"Levert til forbrenning","Blandet avfall","2012","Avfallsmengde",2435
"Levert til forbrenning","Blandet avfall","2013","Avfallsmengde",2270
"Levert til forbrenning","Blandet avfall","2014","Avfallsmengde",1981
"Levert til forbrenning","Blandet avfall","2015","Avfallsmengde",2405
"Levert til forbrenning","Blandet avfall","2016","Avfallsmengde",2419
"Levert til forbrenning","Blandet avfall","2017","Avfallsmengde",2196
"Levert til forbrenning","Blandet avfall","2018","Avfallsmengde",2190
"Levert til forbrenning","Blandet avfall","2019","Avfallsmengde",1627
"Levert til forbrenning","Blandet avfall","2020","Avfallsmengde",1708
"Levert til forbrenning","Blandet avfall","2021","Avfallsmengde",1832
"Levert til forbrenning","Blandet avfall","2022","Avfallsmengde",2037
"Levert til forbrenning","Blandet avfall","2023","Avfallsmengde",2149
