"region","materiale","behandling","nedstrømsløsning","år","statistikkvariabel","13136: Avfall frå hushalda,"
"EAK Landet","1 Restavfall","Forbrenning","I alt","2021","Mengd (tonn)",898810.0
"EAK Landet","1 Restavfall","Forbrenning","I alt","2022","Mengd (tonn)",849309.0
"EAK Landet","1 Restavfall","Forbrenning","I alt","2023","Mengd (tonn)",829325.0
"EAK Landet","1 Restavfall","Forbrenning","I alt","2024","Mengd (tonn)",818122.0
"EAK Landet","1 Restavfall","Forbrenning","I alt","2025","Mengd (tonn)",723903.0
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2020","Mengd (tonn)",722486.0
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2021","Mengd (tonn)",692008.0
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2022","Mengd (tonn)",655173.0
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2023","Mengd (tonn)",640790.0
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2024","Mengd (tonn)",624138.0
"EAK Landet","1 Restavfall","Forbrenning","Henteordning","2025","Mengd (tonn)",542166.0
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2020","Mengd (tonn)",198186.0
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2021","Mengd (tonn)",206802.0
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2022","Mengd (tonn)",194136.0
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2023","Mengd (tonn)",188535.0
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2024","Mengd (tonn)",193984.0
"EAK Landet","1 Restavfall","Forbrenning","Gjenvinningsstasjon","2025","Mengd (tonn)",181737.0
"EAK Landet","1 Restavfall","Deponi","I alt","2015","Mengd (tonn)",22012.6
"EAK Landet","1 Restavfall","Deponi","I alt","2016","Mengd (tonn)",17747.7
"EAK Landet","1 Restavfall","Deponi","I alt","2017","Mengd (tonn)",20181.2
"EAK Landet","1 Restavfall","Deponi","I alt","2018","Mengd (tonn)",16717.0
"EAK Landet","1 Restavfall","Deponi","I alt","2019","Mengd (tonn)",16477.0
"EAK Landet","1 Restavfall","Deponi","I alt","2020","Mengd (tonn)",27172.0
"EAK Landet","1 Restavfall","Deponi","I alt","2021","Mengd (tonn)",11487.0
"EAK Landet","1 Restavfall","Deponi","I alt","2022","Mengd (tonn)",5391.0
"EAK Landet","1 Restavfall","Deponi","I alt","2023","Mengd (tonn)",11047.0
"EAK Landet","1 Restavfall","Deponi","I alt","2024","Mengd (tonn)",12305.0
"EAK Landet","1 Restavfall","Deponi","I alt","2025","Mengd (tonn)",8835.0
"EAK Landet","1 Restavfall","Deponi","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Henteordning","2020","Mengd (tonn)",1335.0
"EAK Landet","1 Restavfall","Deponi","Henteordning","2021","Mengd (tonn)",4602.0
"EAK Landet","1 Restavfall","Deponi","Henteordning","2022","Mengd (tonn)",1336.0
"EAK Landet","1 Restavfall","Deponi","Henteordning","2023","Mengd (tonn)",4.0
"EAK Landet","1 Restavfall","Deponi","Henteordning","2024","Mengd (tonn)",0.0
"EAK Landet","1 Restavfall","Deponi","Henteordning","2025","Mengd (tonn)",318.0
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2020","Mengd (tonn)",25837.0
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2021","Mengd (tonn)",6885.0
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2022","Mengd (tonn)",4055.0
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2023","Mengd (tonn)",11043.0
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2024","Mengd (tonn)",12305.0
"EAK Landet","1 Restavfall","Deponi","Gjenvinningsstasjon","2025","Mengd (tonn)",8517.0
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","I alt","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Henteordning","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Biogassproduksjon","Gjenvinningsstasjon","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","I alt","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Henteordning","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Kompostering","Gjenvinningsstasjon","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","I alt","2015","Mengd (tonn)",5078.6
"EAK Landet","1 Restavfall","Annet","I alt","2016","Mengd (tonn)",3068.3
"EAK Landet","1 Restavfall","Annet","I alt","2017","Mengd (tonn)",6213.1
"EAK Landet","1 Restavfall","Annet","I alt","2018","Mengd (tonn)",4789.2
"EAK Landet","1 Restavfall","Annet","I alt","2019","Mengd (tonn)",4817.5
"EAK Landet","1 Restavfall","Annet","I alt","2020","Mengd (tonn)",10495.0
"EAK Landet","1 Restavfall","Annet","I alt","2021","Mengd (tonn)",8640.0
"EAK Landet","1 Restavfall","Annet","I alt","2022","Mengd (tonn)",22007.0
"EAK Landet","1 Restavfall","Annet","I alt","2023","Mengd (tonn)",11454.0
"EAK Landet","1 Restavfall","Annet","I alt","2024","Mengd (tonn)",10577.0
"EAK Landet","1 Restavfall","Annet","I alt","2025","Mengd (tonn)",11408.0
"EAK Landet","1 Restavfall","Annet","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Henteordning","2020","Mengd (tonn)",8377.0
"EAK Landet","1 Restavfall","Annet","Henteordning","2021","Mengd (tonn)",7474.0
"EAK Landet","1 Restavfall","Annet","Henteordning","2022","Mengd (tonn)",18056.0
"EAK Landet","1 Restavfall","Annet","Henteordning","2023","Mengd (tonn)",9338.0
"EAK Landet","1 Restavfall","Annet","Henteordning","2024","Mengd (tonn)",9849.0
"EAK Landet","1 Restavfall","Annet","Henteordning","2025","Mengd (tonn)",9925.0
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2020","Mengd (tonn)",2118.0
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2021","Mengd (tonn)",1166.0
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2022","Mengd (tonn)",3951.0
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2023","Mengd (tonn)",2116.0
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2024","Mengd (tonn)",728.0
"EAK Landet","1 Restavfall","Annet","Gjenvinningsstasjon","2025","Mengd (tonn)",1483.0
"EAK Landet","2 Utsortert","Ialt","I alt","2015","Mengd (tonn)",1302313.0
"EAK Landet","2 Utsortert","Ialt","I alt","2016","Mengd (tonn)",1299815.8
"EAK Landet","2 Utsortert","Ialt","I alt","2017","Mengd (tonn)",1311785.4
"EAK Landet","2 Utsortert","Ialt","I alt","2018","Mengd (tonn)",1313744.7
"EAK Landet","2 Utsortert","Ialt","I alt","2019","Mengd (tonn)",1373643.3
"EAK Landet","2 Utsortert","Ialt","I alt","2020","Mengd (tonn)",1460120.0
"EAK Landet","2 Utsortert","Ialt","I alt","2021","Mengd (tonn)",1416875.0
"EAK Landet","2 Utsortert","Ialt","I alt","2022","Mengd (tonn)",1247111.0
"EAK Landet","2 Utsortert","Ialt","I alt","2023","Mengd (tonn)",1238468.0
"EAK Landet","2 Utsortert","Ialt","I alt","2024","Mengd (tonn)",1281760.0
"EAK Landet","2 Utsortert","Ialt","I alt","2025","Mengd (tonn)",1219394.0
"EAK Landet","2 Utsortert","Ialt","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Henteordning","2020","Mengd (tonn)",534030.0
"EAK Landet","2 Utsortert","Ialt","Henteordning","2021","Mengd (tonn)",562225.0
"EAK Landet","2 Utsortert","Ialt","Henteordning","2022","Mengd (tonn)",524339.0
"EAK Landet","2 Utsortert","Ialt","Henteordning","2023","Mengd (tonn)",504896.0
"EAK Landet","2 Utsortert","Ialt","Henteordning","2024","Mengd (tonn)",518087.0
"EAK Landet","2 Utsortert","Ialt","Henteordning","2025","Mengd (tonn)",487414.0
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2020","Mengd (tonn)",926090.0
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2021","Mengd (tonn)",854650.0
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2022","Mengd (tonn)",722772.0
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2023","Mengd (tonn)",733572.0
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2024","Mengd (tonn)",763673.0
"EAK Landet","2 Utsortert","Ialt","Gjenvinningsstasjon","2025","Mengd (tonn)",731980.0
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2015","Mengd (tonn)",527411.3
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2016","Mengd (tonn)",535704.4
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2017","Mengd (tonn)",547123.2
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2018","Mengd (tonn)",545616.8
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2019","Mengd (tonn)",561718.4
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2020","Mengd (tonn)",631840.0
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2021","Mengd (tonn)",634584.0
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2022","Mengd (tonn)",586187.0
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2023","Mengd (tonn)",569553.0
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2024","Mengd (tonn)",588369.0
"EAK Landet","2 Utsortert","Materialgjenvinning","I alt","2025","Mengd (tonn)",600552.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2020","Mengd (tonn)",316528.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2021","Mengd (tonn)",324945.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2022","Mengd (tonn)",298590.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2023","Mengd (tonn)",277979.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2024","Mengd (tonn)",274193.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Henteordning","2025","Mengd (tonn)",260425.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2020","Mengd (tonn)",315312.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2021","Mengd (tonn)",309639.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2022","Mengd (tonn)",287597.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2023","Mengd (tonn)",291574.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2024","Mengd (tonn)",314176.0
"EAK Landet","2 Utsortert","Materialgjenvinning","Gjenvinningsstasjon","2025","Mengd (tonn)",340127.0
"EAK Landet","2 Utsortert","Forbrenning","I alt","2015","Mengd (tonn)",364052.3
"EAK Landet","2 Utsortert","Forbrenning","I alt","2016","Mengd (tonn)",366194.3
"EAK Landet","2 Utsortert","Forbrenning","I alt","2017","Mengd (tonn)",366261.1
"EAK Landet","2 Utsortert","Forbrenning","I alt","2018","Mengd (tonn)",340299.1
"EAK Landet","2 Utsortert","Forbrenning","I alt","2019","Mengd (tonn)",353597.7
"EAK Landet","2 Utsortert","Forbrenning","I alt","2020","Mengd (tonn)",358172.0
"EAK Landet","2 Utsortert","Forbrenning","I alt","2021","Mengd (tonn)",327170.0
"EAK Landet","2 Utsortert","Forbrenning","I alt","2022","Mengd (tonn)",245992.0
"EAK Landet","2 Utsortert","Forbrenning","I alt","2023","Mengd (tonn)",229859.0
"EAK Landet","2 Utsortert","Forbrenning","I alt","2024","Mengd (tonn)",232344.0
"EAK Landet","2 Utsortert","Forbrenning","I alt","2025","Mengd (tonn)",190853.0
"EAK Landet","2 Utsortert","Forbrenning","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","2 Utsortert","Forbrenning","Henteordning","2016","Mengd (tonn)",.
