theme,series_family,series_id,country,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,coverage,comparability,notes
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-05,monthly,exports,Trade value,source units,53296.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-05,monthly,imports,Trade value,source units,57460.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-06,monthly,exports,Trade value,source units,46898.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-06,monthly,imports,Trade value,source units,70028.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-07,monthly,exports,Trade value,source units,46978.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-07,monthly,imports,Trade value,source units,65554.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-08,monthly,exports,Trade value,source units,47903.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-08,monthly,imports,Trade value,source units,61543.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-09,monthly,exports,Trade value,source units,64911.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-09,monthly,imports,Trade value,source units,72577.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-10,monthly,exports,Trade value,source units,62980.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-10,monthly,imports,Trade value,source units,70922.600,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-11,monthly,exports,Trade value,source units,51613.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-11,monthly,imports,Trade value,source units,66496.200,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-12,monthly,exports,Trade value,source units,60157.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2020-12,monthly,imports,Trade value,source units,65302.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-01,monthly,exports,Trade value,source units,50073.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-01,monthly,imports,Trade value,source units,54367.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-02,monthly,exports,Trade value,source units,53489.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-02,monthly,imports,Trade value,source units,65103.200,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-03,monthly,exports,Trade value,source units,63135.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-03,monthly,imports,Trade value,source units,81751.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-04,monthly,exports,Trade value,source units,62079.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-04,monthly,imports,Trade value,source units,72883.200,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-05,monthly,exports,Trade value,source units,62361.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-05,monthly,imports,Trade value,source units,77030.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-06,monthly,exports,Trade value,source units,58950.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-06,monthly,imports,Trade value,source units,89112.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-07,monthly,exports,Trade value,source units,68845.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-07,monthly,imports,Trade value,source units,82954.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-08,monthly,exports,Trade value,source units,57266.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-08,monthly,imports,Trade value,source units,87401.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-09,monthly,exports,Trade value,source units,70415.200,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-09,monthly,imports,Trade value,source units,85936.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-10,monthly,exports,Trade value,source units,75662.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-10,monthly,imports,Trade value,source units,85775.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-11,monthly,exports,Trade value,source units,72834.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-11,monthly,imports,Trade value,source units,100590.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-12,monthly,exports,Trade value,source units,77008.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2021-12,monthly,imports,Trade value,source units,94218.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-01,monthly,exports,Trade value,source units,76189.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-01,monthly,imports,Trade value,source units,81628.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-02,monthly,exports,Trade value,source units,67058.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-02,monthly,imports,Trade value,source units,81342.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-03,monthly,exports,Trade value,source units,88237.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-03,monthly,imports,Trade value,source units,105074.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-04,monthly,exports,Trade value,source units,73669.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-04,monthly,imports,Trade value,source units,91675.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-05,monthly,exports,Trade value,source units,92950.600,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-05,monthly,imports,Trade value,source units,119831.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-06,monthly,exports,Trade value,source units,87012.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-06,monthly,imports,Trade value,source units,104420.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-07,monthly,exports,Trade value,source units,76105.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-07,monthly,imports,Trade value,source units,107037.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-08,monthly,exports,Trade value,source units,96820.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-08,monthly,imports,Trade value,source units,114259.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-09,monthly,exports,Trade value,source units,93686.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-09,monthly,imports,Trade value,source units,134091.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-10,monthly,exports,Trade value,source units,80983.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-10,monthly,imports,Trade value,source units,135816.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-11,monthly,exports,Trade value,source units,79279.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-11,monthly,imports,Trade value,source units,116935.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-12,monthly,exports,Trade value,source units,102172.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2022-12,monthly,imports,Trade value,source units,113440.600,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-01,monthly,exports,Trade value,source units,79422.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-01,monthly,imports,Trade value,source units,93250.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-02,monthly,exports,Trade value,source units,75539.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-02,monthly,imports,Trade value,source units,99457.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-03,monthly,exports,Trade value,source units,89063.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-03,monthly,imports,Trade value,source units,117463.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-04,monthly,exports,Trade value,source units,68646.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-04,monthly,imports,Trade value,source units,90457.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-05,monthly,exports,Trade value,source units,83094.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-05,monthly,imports,Trade value,source units,117912.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-06,monthly,exports,Trade value,source units,76810.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-06,monthly,imports,Trade value,source units,123910.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-07,monthly,exports,Trade value,source units,64184.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-07,monthly,imports,Trade value,source units,109336.200,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-08,monthly,exports,Trade value,source units,68802.600,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-08,monthly,imports,Trade value,source units,113767.200,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-09,monthly,exports,Trade value,source units,89306.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-09,monthly,imports,Trade value,source units,103758.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-10,monthly,exports,Trade value,source units,75545.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-10,monthly,imports,Trade value,source units,123581.600,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-11,monthly,exports,Trade value,source units,87596.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-11,monthly,imports,Trade value,source units,110227.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-12,monthly,exports,Trade value,source units,71348.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2023-12,monthly,imports,Trade value,source units,100690.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-01,monthly,exports,Trade value,source units,77600.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-01,monthly,imports,Trade value,source units,98904.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-02,monthly,exports,Trade value,source units,77410.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-02,monthly,imports,Trade value,source units,99737.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-03,monthly,exports,Trade value,source units,62628.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-03,monthly,imports,Trade value,source units,93386.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-04,monthly,exports,Trade value,source units,71206.600,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-04,monthly,imports,Trade value,source units,119604.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-05,monthly,exports,Trade value,source units,87174.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-05,monthly,imports,Trade value,source units,110023.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-06,monthly,exports,Trade value,source units,70784.000,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-06,monthly,imports,Trade value,source units,119152.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-07,monthly,exports,Trade value,source units,80110.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-07,monthly,imports,Trade value,source units,116317.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-08,monthly,exports,Trade value,source units,69088.300,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-08,monthly,imports,Trade value,source units,105965.100,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-09,monthly,exports,Trade value,source units,85378.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-09,monthly,imports,Trade value,source units,110487.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-10,monthly,exports,Trade value,source units,84898.800,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-10,monthly,imports,Trade value,source units,133683.900,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-11,monthly,exports,Trade value,source units,81277.400,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-11,monthly,imports,Trade value,source units,118910.500,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_exports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-12,monthly,exports,Trade value,source units,84573.700,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
trade,total_goods_trade_monthly,is_total_goods_imports,IS,Statistics Iceland exports and imports by countries,UTA06003.px,2024-12,monthly,imports,Trade value,source units,130488.200,all goods,monthly total-goods trade proxy,Summed across all partner countries because the ready table exposes country detail rather than a single total code.
